V1,issue,Dem_quote_text,Repub_quote_text,ideo,pid,ranking1,ranking3,gender,age,race,Repub_both,Repub_quote,Repub_issue,Repub_neither,approval,Dem_both,Dem_quote,Dem_issue,Dem_neither,approval
R_DcoSKOYxcH7DoM9,Immigration,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Republican,Social security,Immigration,Female,65 or over,White/Caucasian,1,,,,Approve strongly,,,,,
R_enfh6uRV3okMXD3,Environment,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Not sure,Education,Environment,Female,45-54,Hispanic,,,,,,,,1,,Approve somewhat
R_DCOHmHQLIY2olQl,Crime,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Crime,Education,Male,35-44,Hispanic,,,,1,Approve somewhat,,,,,
R_YYtaY1qkpvvZQ4N,Immigration,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Independent,National security,Immigration,Male,55-64,White/Caucasian,,,,,,,,1,,Disapprove strongly
R_xgz3zuzh5nqeGI1,Immigration,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Not Sure,Independent,Immigration,Crime,Male,18-24,Hispanic,,1,,,Neither approve nor disapprove,,,,,
R_3JC2LyTfVyrWgaH,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Weak Republican,Health care,Jobs,Male,25-34,White/Caucasian,,1,,,Approve somewhat,,,,,
R_21dCPQa0TRQ796R,Crime,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Lean Republican,Crime,Environment,Male,18-24,Native American,,,1,,Neither approve nor disapprove,,,,,
R_1i51BA8Nhe900sW,National security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,Drug addiction,National security,Male,25-34,White/Caucasian,,,,,,1,,,,Neither approve nor disapprove
R_3MAwpEyJ66lt4rT,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Not Sure,Independent,Jobs,Social security,Male,55-64,Other,,,,,,,,,1,Neither approve nor disapprove
R_33C0z4V7z9misUC,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Environment,Jobs,Male,18-24,Hispanic,,,,,,,,1,,Disapprove somewhat
R_2pJoy7Wc6AUKgwe,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Lean Republican,Jobs,Crime,Male,55-64,White/Caucasian,1,,,,Neither approve nor disapprove,,,,,
R_2dv6UeP8k7CF62F,Education,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Liberal,Strong Democrat,Health care,Education,Female,25-34,White/Caucasian,,,,,,,,1,,Approve strongly
R_ZlaxN5m1gLfFs2J,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Strong Republican,Jobs,National security,Male,45-54,White/Caucasian,1,,,,Approve strongly,,,,,
R_3RsiVy6TCpZ3Hxu,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Not Sure,Independent,National security,Jobs,Male,45-54,Hispanic,,1,,,Disapprove strongly,,,,,
R_2PiLQbTUF4pQYPb,Environment,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Not Sure,Weak Democrat,Environment,Education,Male,18-24,White/Caucasian,,,,,,1,,,,Approve somewhat
R_2aRbrLvPuUSmXml,Terrorism,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Liberal,Strong Democrat,Crime,Terrorism,Male,18-24,Hispanic,,,,,,1,,,,Approve somewhat
R_3CPA23gUStnaYok,Education,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Weak Republican,National security,Education,Male,55-64,White/Caucasian,1,,,,Disapprove somewhat,,,,,
R_4PasOJAlOyYSxW1,Terrorism,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Weak Democrat,Terrorism,Drug addiction,Male,45-54,Other,,,,,,,,1,,Neither approve nor disapprove
R_33yhAcHpAXNSRxL,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,Immigration,Drug addiction,Male,65 or over,White/Caucasian,,,,,,,,,1,Neither approve nor disapprove
R_3hurdm24Ra5rPma,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Strong Republican,Jobs,Crime,Male,55-64,White/Caucasian,1,,,,Neither approve nor disapprove,,,,,
R_233TqzMOvp9GxHu,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,Terrorism,National security,Male,45-54,White/Caucasian,,,1,,Approve somewhat,,,,,
R_3lVWWJm5GvGyLhF,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Strong Democrat,National security,Health care,Male,55-64,Hispanic,,,,,,1,,,,Approve somewhat
R_8CinYEY8XJ6nSQF,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Weak Republican,Jobs,Immigration,Female,65 or over,White/Caucasian,1,,,,Approve somewhat,,,,,
R_1jCBjMRLZj9CH4l,Terrorism,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Republican,National security,Terrorism,Male,55-64,Hispanic,,1,,,Approve strongly,,,,,
R_1Ffw5JrwlVlc3VQ,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Republican,National security,Health care,Male,55-64,White/Caucasian,1,,,,Approve somewhat,,,,,
R_1riUQr3Gn5f5xno,Education,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Strong Republican,Immigration,Education,Female,65 or over,White/Caucasian,1,,,,Approve somewhat,,,,,
R_3KVeLY71qKhElyY,Drug addiction,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Lean Republican,Drug addiction,Immigration,Male,25-34,White/Caucasian,1,,,,Approve strongly,,,,,
R_sZu6OmNXnNTB43L,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Weak Republican,Social security,Health care,Male,18-24,White/Caucasian,,1,,,Approve somewhat,,,,,
R_22LeHmynFuXog0U,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Strong Republican,National security,Jobs,Female,65 or over,White/Caucasian,,1,,,Approve strongly,,,,,
R_OptOQL0T7oOWWVr,Crime,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Liberal,Independent,Social security,Crime,Male,35-44,Native American,,,,,,,1,,,Approve somewhat
R_DH6Vv83FALNqFwt,Environment,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Strong Democrat,Health care,Environment,Female,65 or over,White/Caucasian,,,,,,1,,,,Approve strongly
R_3etBreYSyz8R88C,National security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Strong Republican,National security,Immigration,Male,45-54,White/Caucasian,,,,1,Neither approve nor disapprove,,,,,
R_1LIhG1Zz5WaID2k,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Weak Democrat,Jobs,National security,Male,45-54,White/Caucasian,,,,,,,,1,,Approve somewhat
R_12r7p0hAT5YUTbl,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Independent,Social security,Immigration,Male,65 or over,White/Caucasian,,,,,,1,,,,Disapprove somewhat
R_2R4IvFl8fYsNhHx,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Independent,Health care,Jobs,Male,25-34,African American,1,,,,Disapprove somewhat,,,,,
R_008TCPSG023dzGx,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Liberal,Strong Democrat,Immigration,National security,Male,25-34,White/Caucasian,,,,,,1,,,,Approve strongly
R_2qgQsr9vGH93Kwq,Education,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Strong Democrat,Education,Environment,Female,35-44,Asian,,,,,,,,1,,Approve somewhat
R_3kgGSJwmiOMcR9Q,Crime,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Democrat,Jobs,Crime,Male,45-54,White/Caucasian,,,,,,1,,,,Disapprove somewhat
R_1mm8ynvgek6bUwr,Education,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Liberal,Strong Democrat,Environment,Education,Male,55-64,White/Caucasian,,,,,,,1,,,Approve somewhat
R_Y3J8ChQNSBFIsCJ,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Strong Democrat,Health care,Drug addiction,Female,65 or over,White/Caucasian,,,,,,,,1,,Approve strongly
R_1NlUchYAvtvKvAV,Immigration,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Independent,Crime,Immigration,Male,45-54,White/Caucasian,,,1,,Approve somewhat,,,,,
R_2z7OMSvtD5HfLMA,National security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Democrat,National security,Health care,Female,65 or over,White/Caucasian,,,,,,,,1,,Neither approve nor disapprove
R_0D3S5lEvOlDG6w9,Crime,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Lean Republican,National security,Crime,Male,55-64,White/Caucasian,,1,,,Approve strongly,,,,,
R_22y1ezIelzlDxGj,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Weak Republican,Immigration,Environment,Male,45-54,White/Caucasian,,,1,,Approve somewhat,,,,,
R_3kzX8k9E9C8loEp,Crime,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Not Sure,Not sure,Crime,Education,Male,18-24,Hispanic,,1,,,Disapprove somewhat,,,,,
R_3NRhe5I6YSJbE88,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Strong Republican,National security,Terrorism,Male,35-44,White/Caucasian,1,,,,Approve strongly,,,,,
R_3NQAXigoN47avsQ,Education,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Not Sure,Not sure,Jobs,Education,Male,18-24,Other,,,,1,Disapprove somewhat,,,,,
R_3DlFEUmAemmsi7D,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Strong Democrat,Social security,Environment,Female,65 or over,White/Caucasian,,,,,,,,1,,Approve somewhat
R_1rBKU4D3csBtAGz,Education,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Independent,Social security,Education,Female,65 or over,White/Caucasian,,,1,,Neither approve nor disapprove,,,,,
R_3EF0FawiAo3z6Fg,National security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,National security,Drug addiction,Male,45-54,White/Caucasian,,,,,,,,,1,Neither approve nor disapprove
R_PHYWxaJ2YDEgzvP,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Immigration,Health care,Male,55-64,White/Caucasian,,,,,,,1,,,Neither approve nor disapprove
R_3njyOiBHj27GZmO,National security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,National security,Health care,Male,55-64,White/Caucasian,,,,1,Neither approve nor disapprove,,,,,
R_2usru1Tw1EyMmM4,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Lean Democrat,Health care,Immigration,Male,45-54,White/Caucasian,,,,,,,,,1,Neither approve nor disapprove
R_1DqVrjkJnFn7eLj,Drug addiction,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Strong Democrat,Drug addiction,Immigration,Female,65 or over,White/Caucasian,,,,,,,,1,,Neither approve nor disapprove
R_3dY3WxBHV27sDx0,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Democrat,Social security,Health care,Male,45-54,Other,,,,,,1,,,,Approve somewhat
R_1OiQmzSb1LMapSe,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,Immigration,Education,Male,18-24,White/Caucasian,,,1,,Approve somewhat,,,,,
R_3dMIdV2XCt6ZCz2,Social security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Strong Democrat,Drug addiction,Social security,Female,35-44,Asian,,,,,,,1,,,Approve somewhat
R_2fK91nbMO856ued,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Weak Republican,Jobs,Education,Male,25-34,White/Caucasian,,,,1,Neither approve nor disapprove,,,,,
R_qxyPGKU6NIZMSit,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Not Sure,Not sure,Environment,Health care,Female,65 or over,White/Caucasian,1,,,,Neither approve nor disapprove,,,,,
R_2SojHytmbU40x8K,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Lean Republican,National security,Health care,Male,35-44,White/Caucasian,,,1,,Neither approve nor disapprove,,,,,
R_12LRbJvmKb67n6L,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Liberal,Strong Democrat,Jobs,National security,Male,18-24,White/Caucasian,,,,,,1,,,,Approve strongly
R_3stQAmk0BpUFsRc,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Weak Democrat,National security,Environment,Male,55-64,White/Caucasian,,,,,,,,1,,Approve strongly
R_ZCq0hSI3KM2NO49,Environment,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Strong Democrat,Environment,Social security,Female,65 or over,White/Caucasian,,,,,,,,1,,Approve somewhat
R_yL7TJ6Ew9oe7EfT,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Liberal,Strong Democrat,Education,Jobs,Male,18-24,Hispanic,,,,,,1,,,,Approve somewhat
R_3NLiXIgRYJhtAsh,Social security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Not Sure,Not sure,Jobs,Social security,Male,18-24,Hispanic,,1,,,Neither approve nor disapprove,,,,,
R_2zwH6Bhy8Cw90OP,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Strong Republican,National security,Immigration,Female,55-64,White/Caucasian,1,,,,Approve somewhat,,,,,
R_2YPqXGa9N5ioPR4,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Not Sure,Not sure,Health care,Jobs,Female,65 or over,White/Caucasian,,,,,,1,,,,Neither approve nor disapprove
R_20MPod6V3goUKA1,National security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Republican,Jobs,National security,Male,45-54,White/Caucasian,,,,1,Approve strongly,,,,,
R_u9Un5X9rbFDjUHv,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Strong Republican,Education,National security,Male,55-64,White/Caucasian,,1,,,Approve strongly,,,,,
R_W1KgipVpB2cugMN,Terrorism,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Weak Republican,National security,Terrorism,Male,18-24,White/Caucasian,,,1,,Approve somewhat,,,,,
R_2PhdIVKlOm08zTU,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Independent,National security,Immigration,Male,45-54,White/Caucasian,,,,,,1,,,,Disapprove strongly
R_2y4pV7w3zHAcinW,Social security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Weak Democrat,Social security,National security,Male,55-64,White/Caucasian,,,,,,,,1,,Approve strongly
R_3fOYdAO0XVfEsUN,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Lean Democrat,Jobs,National security,Male,45-54,White/Caucasian,,,,,,1,,,,Approve somewhat
R_7QVZFlcj0oq8Q6Z,Terrorism,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Independent,National security,Terrorism,Female,65 or over,White/Caucasian,1,,,,Approve somewhat,,,,,
R_PNHMTxSz4rbK4gh,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Lean Democrat,Jobs,Health care,Male,45-54,White/Caucasian,,,,,,1,,,,Approve somewhat
R_3ksy37cN1gCT3sB,Environment,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Environment,National security,Male,18-24,White/Caucasian,,,,,,1,,,,Neither approve nor disapprove
R_3RqNq88naCUZDBE,National security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Strong Democrat,National security,Environment,Female,65 or over,White/Caucasian,,,,,,,,1,,Approve somewhat
R_2aWxNhgeIjpHWHd,Education,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Strong Democrat,Education,Social security,Female,45-54,Hispanic,,,,,,,,,1,Approve strongly
R_2dRf9bNDFoD5X6p,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Independent,National security,Jobs,Female,35-44,Other,,,,,,,,1,,Neither approve nor disapprove
R_vri1dOYMbJM5zR7,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Lean Democrat,Health care,Social security,Female,25-34,African American,,,,,,,,1,,Approve strongly
R_8e6KqookhkXX5Ml,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,Social security,Health care,Female,65 or over,White/Caucasian,,1,,,Disapprove somewhat,,,,,
R_334l7C9hHUVBPgc,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Strong Democrat,Health care,Environment,Male,55-64,Hispanic,,,,,,,,,1,Approve somewhat
R_1BQRhaIRisRVZuV,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Weak Republican,National security,Immigration,Male,45-54,White/Caucasian,,,,1,Neither approve nor disapprove,,,,,
R_tKCLRMMVEW5k2Tn,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Liberal,Weak Democrat,Social security,Environment,Male,55-64,White/Caucasian,,,,,,,,1,,Approve somewhat
R_5an9Q9dgtWmj8it,Education,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Lean Democrat,National security,Education,Male,55-64,Asian,,,,,,,,1,,Approve somewhat
R_STZKDC96o6Q373z,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Republican,Jobs,National security,Male,55-64,White/Caucasian,,1,,,Neither approve nor disapprove,,,,,
R_2ExZThJCC5MwKCg,Environment,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Strong Democrat,Health care,Environment,Female,65 or over,White/Caucasian,,,,,,,1,,,Approve somewhat
R_1IDUOz2AXdNSUVy,Education,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Not Sure,Not sure,National security,Education,Other,35-44,Other,,,,,,1,,,,Neither approve nor disapprove
R_3D2a5bGBHOLPpUB,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Lean Democrat,Health care,Social security,Female,55-64,Asian,,,,,,1,,,,Approve somewhat
R_21hVkfswjCmbFLN,Environment,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Strong Democrat,Immigration,Environment,Female,25-34,Hispanic,,,,,,,,1,,Approve strongly
R_3P5K3orbvEN8eU4,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Democrat,Health care,Jobs,Female,65 or over,White/Caucasian,,,,,,,,1,,Approve somewhat
R_24cpjnqrAI8Vm1H,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Democrat,Jobs,Health care,Male,45-54,Asian,,,,,,1,,,,Neither approve nor disapprove
R_2aWhKP8fZ90O1pS,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Not sure,Environment,Jobs,Male,25-34,White/Caucasian,1,,,,Disapprove strongly,,,,,
R_29hxhMXOtJp4C0r,Crime,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Independent,National security,Crime,Male,18-24,White/Caucasian,,,,,,,,,1,Neither approve nor disapprove
R_vrFskGsG1TUFL8t,Social security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Strong Republican,Social security,Health care,Female,65 or over,White/Caucasian,1,,,,Neither approve nor disapprove,,,,,
R_24CnAw1bAX7DUsd,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Strong Democrat,Jobs,Drug addiction,Male,25-34,African American,,,,,,1,,,,Approve strongly
R_24jRWFuvnogYPrC,Education,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Liberal,Strong Democrat,Health care,Education,Female,45-54,White/Caucasian,,,,,,,,1,,Approve somewhat
R_3CBK4TzuwwTitWF,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,Education,Health care,Male,18-24,White/Caucasian,,,,,,,,,1,Neither approve nor disapprove
R_3McHNDpfKQIVy2C,Crime,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,National security,Crime,Male,55-64,Hispanic,,,,,,,,1,,Approve somewhat
R_D2wXZnPuaJkNGSd,Environment,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Weak Republican,Environment,Immigration,Male,18-24,White/Caucasian,1,,,,Approve somewhat,,,,,
R_3erFygtGH9xC5xN,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Strong Republican,Immigration,Jobs,Male,55-64,Asian,1,,,,Neither approve nor disapprove,,,,,
R_3EoMeBa5BAMzMgJ,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Weak Democrat,Jobs,National security,Male,45-54,White/Caucasian,,,,,,,1,,,Approve somewhat
R_eD0djTE9V7iOQh3,Education,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Weak Democrat,Education,Social security,Female,65 or over,White/Caucasian,,,,,,1,,,,Approve strongly
R_2b2J6EpR3be2hhR,Education,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Lean Republican,Jobs,Education,Male,45-54,White/Caucasian,,,1,,Neither approve nor disapprove,,,,,
R_1jSUbWXzyd2QeDN,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Republican,Immigration,Environment,Male,45-54,White/Caucasian,,,1,,Neither approve nor disapprove,,,,,
R_1mI5LD5mRjy8Ai7,Immigration,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Republican,Immigration,Environment,Male,18-24,White/Caucasian,,1,,,Approve strongly,,,,,
R_1jpPC4Iaz7uktS2,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Weak Republican,National security,Drug addiction,Male,45-54,White/Caucasian,,1,,,Approve somewhat,,,,,
R_333kjPjEzwCQK33,Drug addiction,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Strong Democrat,Environment,Drug addiction,Female,65 or over,White/Caucasian,,,,,,,,1,,Neither approve nor disapprove
R_1f7qp1y7TNvx0Oz,Education,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Weak Republican,Education,Health care,Male,18-24,White/Caucasian,,,,1,Neither approve nor disapprove,,,,,
R_1MWKKhiGLpkGBii,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Strong Democrat,Health care,Drug addiction,Male,55-64,White/Caucasian,,,,,,,1,,,Approve strongly
R_1mwqjz1c27NhUDf,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Health care,Jobs,Male,55-64,White/Caucasian,1,,,,Disapprove somewhat,,,,,
R_2ZWbUgVlwnN6muY,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Independent,Social security,Health care,Male,45-54,White/Caucasian,,,,,,,,,1,Disapprove somewhat
R_3iDUqFqN7qLMZyz,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Not Sure,Weak Democrat,Environment,Health care,Male,55-64,Pacific Islander,,,,,,1,,,,Disapprove strongly
R_3qJXEiiyJXNGPhg,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Strong Republican,Immigration,Terrorism,Male,45-54,White/Caucasian,1,,,,Approve somewhat,,,,,
R_3HSOvn3W1QDaqSl,Immigration,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Republican,Immigration,Crime,Male,55-64,White/Caucasian,,,1,,Approve somewhat,,,,,
